ID,Species,LMA,WC,LDMC,EWT
353,Ulmus americana,69.6422,64.8855,35.1145,0.0129
354,Ulmus americana,68.1282,64.2857,35.7143,0.0123
355,Ulmus americana,62.0724,63.7168,36.2832,0.0109
356,Ulmus americana,72.6701,62.7907,37.2093,0.0123
357,Ulmus americana,77.212,60.7692,39.2308,0.012
358,Ulmus americana,80.2399,61.0294,38.9706,0.0126
359,Ulmus americana,62.0724,62.3853,37.6147,0.0103
360,Ulmus americana,68.1282,63.7097,36.2903,0.012
361,Ulmus americana,75.698,68.75,31.25,0.0167
362,Ulmus americana,72.6701,66.8966,33.1034,0.0147
363,Ulmus americana,59.0445,68.0328,31.9672,0.0126
364,Ulmus americana,71.1562,68.4564,31.5436,0.0154
365,Ulmus americana,56.0166,70.4,29.6,0.0133
366,Syringa reticulata,45.4188,69.697,30.303,0.0104
367,Syringa reticulata,57.5305,66.0714,33.9286,0.0112
368,Syringa reticulata,54.5026,68.6957,31.3043,0.012
369,Syringa reticulata,51.4747,66.9903,33.0097,0.0104
370,Syringa reticulata,42.3909,69.2308,30.7692,0.0095
371,Syringa reticulata,56.0166,67.2566,32.7434,0.0115
372,Syringa reticulata,63.5864,65.2893,34.7107,0.012
373,Syringa reticulata,56.0166,64.7619,35.2381,0.0103
374,Syringa reticulata,43.9049,65.8824,34.1176,0.0085
375,Syringa reticulata,59.0445,59.375,40.625,0.0086
376,Syringa reticulata,80.2399,61.3139,38.6861,0.0127
377,Syringa reticulata,69.6422,62.6016,37.3984,0.0117
378,Syringa reticulata,71.1562,62.9921,37.0079,0.0121
379,Syringa reticulata,66.6143,63.9344,36.0656,0.0118
380,Syringa reticulata,69.6422,64.0625,35.9375,0.0124
381,Prunus virginiana,89.3237,57.2464,42.7536,0.012
382,Prunus virginiana,80.2399,61.5942,38.4058,0.0129
383,Prunus virginiana,77.212,59.2,40.8,0.0112
384,Prunus virginiana,78.726,60,40,0.0118
385,Prunus virginiana,66.6143,61.4035,38.5965,0.0106
386,Prunus virginiana,57.5305,66.6667,33.3333,0.0115
387,Prunus virginiana,66.6143,65.0794,34.9206,0.0124
388,Prunus virginiana,69.6422,61.6667,38.3333,0.0112
389,Prunus virginiana,113.5471,60.1064,39.8936,0.0171
390,Prunus virginiana,66.6143,66.6667,33.3333,0.0133
391,Prunus virginiana,77.212,61.9403,38.0597,0.0126
392,Prunus virginiana,72.6701,63.6364,36.3636,0.0127
393,Prunus virginiana,65.1003,64.4628,35.5372,0.0118
394,Prunus virginiana,81.7539,64.2384,35.7616,0.0147
395,Prunus virginiana,69.6422,58.9286,41.0714,0.01
396,Prunus virginiana,52.9886,69.2982,30.7018,0.012
397,Prunus virginiana,40.8769,70.3297,29.6703,0.0097
398,Prunus virginiana,51.4747,68.8073,31.1927,0.0114
399,Prunus virginiana,66.6143,65.3543,34.6457,0.0126
400,Prunus virginiana,52.9886,66.6667,33.3333,0.0106
401,Acer rubrum,54.5026,60,40,0.0082
402,Acer rubrum,54.5026,60.4396,39.5604,0.0083
403,Acer rubrum,47.5511,60.5263,39.4737,0.0073
404,Acer rubrum,48.2781,61.039,38.961,0.0076
405,Acer rubrum,50.226,59.4595,40.5405,0.0074
406,Acer rubrum,36.3351,68.8312,31.1688,0.008
407,Acer rubrum,40.8769,69.6629,30.3371,0.0094
408,Acer rubrum,42.3909,68.5393,31.4607,0.0092
409,Acer rubrum,39.363,65.3333,34.6667,0.0074
410,Acer rubrum,43.9049,65.4762,34.5238,0.0083
411,Acer rubrum,56.0166,61.0526,38.9474,0.0088
412,Acer rubrum,49.9607,64.1304,35.8696,0.0089
413,Acer rubrum,45.4188,63.4146,36.5854,0.0079
414,Acer rubrum,49.9607,61.1765,38.8235,0.0079
415,Acer rubrum,36.3351,63.0769,36.9231,0.0062
416,Acer rubrum,46.9328,63.9535,36.0465,0.0083
417,Acer rubrum,49.9607,62.5,37.5,0.0083
418,Acer rubrum,49.9607,61.6279,38.3721,0.008
419,Acer rubrum,52.9886,61.1111,38.8889,0.0083
420,Acer rubrum,52.9886,59.7701,40.2299,0.0079
421,Quercus macrocarpa,84.7818,60.2837,39.7163,0.0129
422,Quercus macrocarpa,101.4354,58.642,41.358,0.0144
423,Quercus macrocarpa,86.2958,60.6897,39.3103,0.0133
424,Quercus macrocarpa,78.726,60.9023,39.0977,0.0123
425,Quercus macrocarpa,89.3237,61.4379,38.5621,0.0142
426,Quercus macrocarpa,51.4747,63.4409,36.5591,0.0089
427,Quercus macrocarpa,46.9328,66.6667,33.3333,0.0094
428,Quercus macrocarpa,63.5864,61.4679,38.5321,0.0101
429,Quercus macrocarpa,63.5864,60.7477,39.2523,0.0098
430,Quercus macrocarpa,59.0445,61.3861,38.6139,0.0094
431,Quercus macrocarpa,36.3351,66.6667,33.3333,0.0073
432,Quercus macrocarpa,36.3351,64.1791,35.8209,0.0065
433,Quercus macrocarpa,83.2679,58.0153,41.9847,0.0115
434,Quercus macrocarpa,33.3071,65.625,34.375,0.0064
435,Quercus macrocarpa,48.4468,60.4938,39.5062,0.0074
436,Quercus macrocarpa,68.1282,56.7308,43.2692,0.0089
437,Quercus macrocarpa,60.5584,60,40,0.0091
438,Quercus macrocarpa,74.1841,59.8361,40.1639,0.0111
439,Quercus macrocarpa,74.1841,58.4746,41.5254,0.0104
440,Quercus macrocarpa,80.2399,57.9365,42.0635,0.0111
441,Ulmus americana,68.1282,62.1849,37.8151,0.0112
442,Ulmus americana,75.698,62.963,37.037,0.0129
443,Ulmus americana,65.1003,62.931,37.069,0.0111
444,Ulmus americana,80.2399,62.9371,37.0629,0.0136
445,Ulmus americana,59.0445,65.4867,34.5133,0.0112
446,Ulmus americana,75.698,65.7534,34.2466,0.0145
447,Ulmus americana,72.6701,65.9574,34.0426,0.0141
448,Ulmus americana,66.6143,66.1538,33.8462,0.013
449,Ulmus americana,77.212,59.2,40.8,0.0112
450,Ulmus americana,69.6422,63.7795,36.2205,0.0123
451,Ulmus americana,59.0445,66.087,33.913,0.0115
452,Ulmus americana,57.5305,67.2414,32.7586,0.0118
453,Ulmus americana,75.698,64.539,35.461,0.0138
454,Ulmus americana,62.0724,68.4615,31.5385,0.0135
455,Ulmus americana,83.2679,61.2676,38.7324,0.0132
456,Ulmus americana,68.1282,68.3099,31.6901,0.0147
457,Ulmus americana,68.1282,64.5669,35.4331,0.0124
458,Ulmus americana,60.5584,71.4286,28.5714,0.0151
459,Ulmus americana,45.4188,71.1538,28.8462,0.0112
460,Ulmus americana,74.1841,64.7482,35.2518,0.0136
461,Syringa reticulata,46.9328,66.6667,33.3333,0.0094
462,Syringa reticulata,45.4188,67.3913,32.6087,0.0094
463,Syringa reticulata,42.3909,63.6364,36.3636,0.0074
464,Syringa reticulata,46.9328,70.7547,29.2453,0.0114
465,Syringa reticulata,56.0166,56.9767,43.0233,0.0074
466,Syringa reticulata,40.8769,73.2673,26.7327,0.0112
467,Syringa reticulata,40.8769,69.6629,30.3371,0.0094
468,Syringa reticulata,30.2792,76.7442,23.2558,0.01
469,Syringa reticulata,51.4747,58.5366,41.4634,0.0073
470,Syringa reticulata,40.8769,67.0732,32.9268,0.0083
471,Syringa reticulata,42.3909,82.2785,17.7215,0.0197
472,Syringa reticulata,37.849,83.5526,16.4474,0.0192
473,Syringa reticulata,39.363,82.7815,17.2185,0.0189
474,Syringa reticulata,36.3351,81.3953,18.6047,0.0159
475,Syringa reticulata,40.8769,83.2298,16.7702,0.0203
476,Prunus virginiana,87.8097,53.9683,46.0317,0.0103
477,Prunus virginiana,89.3237,53.5433,46.4567,0.0103
478,Prunus virginiana,86.2958,54.4,45.6,0.0103
479,Prunus virginiana,83.2679,58.6466,41.3534,0.0118
480,Prunus virginiana,77.212,56.7797,43.2203,0.0101
481,Prunus virginiana,75.698,60.3175,39.6825,0.0115
482,Prunus virginiana,52.9886,65,35,0.0098
483,Prunus virginiana,60.5584,62.6168,37.3832,0.0101
484,Prunus virginiana,71.1562,62.6984,37.3016,0.012
485,Prunus virginiana,87.8097,58.5714,41.4286,0.0124
486,Prunus virginiana,59.0445,63.2075,36.7925,0.0101
487,Prunus virginiana,66.6143,62.069,37.931,0.0109
488,Prunus virginiana,84.7818,61.1111,38.8889,0.0133
489,Prunus virginiana,66.6143,62.7119,37.2881,0.0112
490,Prunus virginiana,69.6422,61.0169,38.9831,0.0109
491,Prunus virginiana,45.4188,69.697,30.303,0.0104
492,Prunus virginiana,48.4468,67.0103,32.9897,0.0098
493,Prunus virginiana,49.9607,66.6667,33.3333,0.01
494,Prunus virginiana,37.849,74.7475,25.2525,0.0112
495,Prunus virginiana,48.4468,64.8352,35.1648,0.0089
496,Acer rubrum,65.1003,53.2609,46.7391,0.0074
497,Acer rubrum,62.0724,57.2917,42.7083,0.0083
498,Acer rubrum,60.5584,55.0562,44.9438,0.0074
499,Acer rubrum,57.5305,55.814,44.186,0.0073
500,Acer rubrum,57.5305,58.2418,41.7582,0.008
501,Acer rubrum,39.363,66.6667,33.3333,0.0079
502,Acer rubrum,37.849,67.5325,32.4675,0.0079
503,Acer rubrum,43.9049,65.0602,34.9398,0.0082
504,Acer rubrum,40.8769,65.8228,34.1772,0.0079
505,Acer rubrum,40.8769,67.0732,32.9268,0.0083
506,Acer rubrum,60.5584,59.596,40.404,0.0089
507,Acer rubrum,52.9886,63.9175,36.0825,0.0094
508,Acer rubrum,49.9607,62.5,37.5,0.0083
509,Acer rubrum,60.5584,61.5385,38.4615,0.0097
510,Acer rubrum,49.9607,63.7363,36.2637,0.0088
511,Acer rubrum,49.9607,66.3265,33.6735,0.0098
512,Acer rubrum,49.9607,66.3265,33.6735,0.0098
513,Acer rubrum,48.4468,67.3469,32.6531,0.01
514,Acer rubrum,56.0166,61.8557,38.1443,0.0091
515,Acer rubrum,48.4468,66.6667,33.3333,0.0097
516,Quercus macrocarpa,101.4354,55.6291,44.3709,0.0127
517,Quercus macrocarpa,101.4354,55.6291,44.3709,0.0127
518,Quercus macrocarpa,99.9214,57.9618,42.0382,0.0138
519,Quercus macrocarpa,104.4633,55.1948,44.8052,0.0129
520,Quercus macrocarpa,81.7539,59.3985,40.6015,0.012
521,Quercus macrocarpa,69.6422,62.6016,37.3984,0.0117
522,Quercus macrocarpa,59.0445,62.8571,37.1429,0.01
523,Quercus macrocarpa,60.5584,62.963,37.037,0.0103
524,Quercus macrocarpa,72.6701,61.9048,38.0952,0.0118
525,Quercus macrocarpa,59.0445,63.5514,36.4486,0.0103
526,Quercus macrocarpa,36.3351,65.2174,34.7826,0.0068
527,Quercus macrocarpa,34.8211,65.6716,34.3284,0.0067
528,Quercus macrocarpa,59.0445,62.8571,37.1429,0.01
529,Quercus macrocarpa,71.1562,60.1695,39.8305,0.0107
530,Quercus macrocarpa,66.6143,61.0619,38.9381,0.0104
531,Quercus macrocarpa,51.4747,64.5833,35.4167,0.0094
532,Quercus macrocarpa,60.5584,62.6168,37.3832,0.0101
533,Quercus macrocarpa,57.5305,62.3762,37.6238,0.0095
534,Quercus macrocarpa,52.9886,65.6863,34.3137,0.0101
535,Quercus macrocarpa,57.5305,64.486,35.514,0.0104
536,Ulmus americana,62.0724,59.8039,40.1961,0.0092
537,Ulmus americana,75.698,61.5385,38.4615,0.0121
538,Ulmus americana,72.6701,62.7907,37.2093,0.0123
539,Ulmus americana,57.5305,61.2245,38.7755,0.0091
540,Ulmus americana,72.6701,60.6557,39.3443,0.0112
541,Ulmus americana,78.726,58.7302,41.2698,0.0112
542,Ulmus americana,86.2958,57.4627,42.5373,0.0117
543,Ulmus americana,68.1282,59.8214,40.1786,0.0101
544,Ulmus americana,78.726,58.7302,41.2698,0.0112
545,Ulmus americana,69.6422,58.5586,41.4414,0.0098
546,Ulmus americana,84.7818,56.25,43.75,0.0109
547,Ulmus americana,84.7818,57.2519,42.7481,0.0114
548,Ulmus americana,84.7818,53.3333,46.6667,0.0097
549,Ulmus americana,96.8935,55.8621,44.1379,0.0123
550,Ulmus americana,96.8935,45.2991,54.7009,0.008
551,Ulmus americana,99.9214,56.2914,43.7086,0.0129
552,Ulmus americana,83.2679,60.1449,39.8551,0.0126
553,Ulmus americana,66.6143,58.4906,41.5094,0.0094
554,Ulmus americana,72.6701,59.322,40.678,0.0106
555,Ulmus americana,93.8656,51.5625,48.4375,0.01
556,Syringa reticulata,68.1282,60.5263,39.4737,0.0104
557,Syringa reticulata,65.1003,59.434,40.566,0.0095
558,Syringa reticulata,62.0724,62.037,37.963,0.0101
559,Syringa reticulata,65.1003,59.0476,40.9524,0.0094
560,Syringa reticulata,51.4747,63.4409,36.5591,0.0089
561,Syringa reticulata,57.5305,62.3762,37.6238,0.0095
562,Syringa reticulata,54.5026,62.1053,37.8947,0.0089
563,Syringa reticulata,59.0445,60.2041,39.7959,0.0089
564,Syringa reticulata,54.5026,62.8866,37.1134,0.0092
565,Syringa reticulata,43.9049,65.4762,34.5238,0.0083
566,Syringa reticulata,45.4188,62.963,37.037,0.0077
567,Syringa reticulata,54.5026,62.1053,37.8947,0.0089
568,Syringa reticulata,45.4188,65.1163,34.8837,0.0085
569,Syringa reticulata,40.8769,68.2353,31.7647,0.0088
570,Syringa reticulata,52.9886,63.5417,36.4583,0.0092
571,Prunus virginiana,75.698,54.5455,45.4545,0.0091
572,Prunus virginiana,99.9214,53.5211,46.4789,0.0115
573,Prunus virginiana,86.2958,53.6585,46.3415,0.01
574,Prunus virginiana,78.726,58.0645,41.9355,0.0109
575,Prunus virginiana,84.7818,54.4715,45.5285,0.0101
576,Prunus virginiana,107.4912,56.9697,43.0303,0.0142
577,Prunus virginiana,71.1562,61.7886,38.2114,0.0115
578,Prunus virginiana,69.6422,59.6491,40.3509,0.0103
579,Prunus virginiana,95.3795,58.5526,41.4474,0.0135
580,Prunus virginiana,75.698,63.5036,36.4964,0.0132
581,Prunus virginiana,83.2679,58.3333,41.6667,0.0117
582,Prunus virginiana,78.726,60,40,0.0118
583,Prunus virginiana,72.6701,59.322,40.678,0.0106
584,Prunus virginiana,69.6422,61.0169,38.9831,0.0109
585,Prunus virginiana,72.6701,62.7907,37.2093,0.0123
586,Prunus virginiana,107.4912,57.2289,42.7711,0.0144
587,Prunus virginiana,86.2958,60.4167,39.5833,0.0132
588,Prunus virginiana,96.8935,57.6159,42.3841,0.0132
589,Prunus virginiana,45.4188,71.4286,28.5714,0.0114
590,Prunus virginiana,65.1003,62.6087,37.3913,0.0109
591,Acer rubrum,71.1562,55.6604,44.3396,0.0089
592,Acer rubrum,62.0724,56.8421,43.1579,0.0082
593,Acer rubrum,62.0724,58.1633,41.8367,0.0086
594,Acer rubrum,62.0724,56.8421,43.1579,0.0082
595,Acer rubrum,60.5584,60.7843,39.2157,0.0094
596,Acer rubrum,51.4747,65.3061,34.6939,0.0097
597,Acer rubrum,45.4188,67.3913,32.6087,0.0094
598,Acer rubrum,46.9328,67.3684,32.6316,0.0097
599,Acer rubrum,49.9607,65.625,34.375,0.0095
600,Acer rubrum,49.9607,64.5161,35.4839,0.0091
601,Acer rubrum,51.8027,64.7887,35.2113,0.0095
602,Acer rubrum,50.0584,65.1163,34.8837,0.0093
603,Acer rubrum,67.8081,58.3333,41.6667,0.0095
604,Acer rubrum,59.4133,62.3529,37.6471,0.0098
605,Acer rubrum,51.6693,62.3188,37.6812,0.0085
606,Acer rubrum,44.6154,68.4783,31.5217,0.0097
607,Acer rubrum,42.6244,69.2308,30.7692,0.0096
608,Acer rubrum,49.821,66.6667,33.3333,0.01
609,Acer rubrum,47.2441,67.033,32.967,0.0096
610,Acer rubrum,48.1366,66.3043,33.6957,0.0095
611,Quercus macrocarpa,93.8656,58.9404,41.0596,0.0135
612,Quercus macrocarpa,78.726,61.194,38.806,0.0124
613,Quercus macrocarpa,90.8377,61.7834,38.2166,0.0147
614,Quercus macrocarpa,96.8935,58.1699,41.8301,0.0135
615,Quercus macrocarpa,84.7818,61.9048,38.0952,0.0138
616,Quercus macrocarpa,71.1562,61.4754,38.5246,0.0114
617,Quercus macrocarpa,62.0724,61.6822,38.3178,0.01
618,Quercus macrocarpa,40.8769,65.8228,34.1772,0.0079
619,Quercus macrocarpa,66.6143,60,40,0.01
620,Quercus macrocarpa,71.1562,61.4754,38.5246,0.0114
621,Quercus macrocarpa,31.7932,67.1875,32.8125,0.0065
622,Quercus macrocarpa,37.849,67.5325,32.4675,0.0079
623,Quercus macrocarpa,63.5864,59.6154,40.3846,0.0094
624,Quercus macrocarpa,49.9607,62.069,37.931,0.0082
625,Quercus macrocarpa,49.9607,63.3333,36.6667,0.0086
626,Quercus macrocarpa,48.4468,65.5914,34.4086,0.0092
627,Quercus macrocarpa,51.4747,67.3077,32.6923,0.0106
628,Quercus macrocarpa,48.4468,67.3469,32.6531,0.01
629,Quercus macrocarpa,57.5305,65.7658,34.2342,0.0111
630,Quercus macrocarpa,42.3909,67.8161,32.1839,0.0089
631,Ulmus americana,72.6701,58.9744,41.0256,0.0104
632,Ulmus americana,80.2399,56.9106,43.0894,0.0106
633,Ulmus americana,72.6701,62.2047,37.7953,0.012
634,Ulmus americana,78.726,59.6899,40.3101,0.0117
635,Ulmus americana,72.6701,58.2609,41.7391,0.0101
636,Ulmus americana,92.3516,58.2192,41.7808,0.0129
637,Ulmus americana,72.6701,58.9744,41.0256,0.0104
638,Ulmus americana,80.2399,57.2581,42.7419,0.0107
639,Ulmus americana,80.2399,59.542,40.458,0.0118
640,Ulmus americana,68.1282,61.8644,38.1356,0.0111
641,Ulmus americana,90.8377,56.8345,43.1655,0.012
642,Ulmus americana,98.4075,58.0645,41.9355,0.0136
643,Ulmus americana,105.9773,54.5455,45.4545,0.0127
644,Ulmus americana,87.8097,57.037,42.963,0.0117
645,Ulmus americana,95.3795,54.6763,45.3237,0.0115
646,Ulmus americana,69.6422,62.9032,37.0968,0.0118
647,Ulmus americana,83.2679,64.9682,35.0318,0.0154
648,Ulmus americana,87.8097,59.1549,40.8451,0.0127
649,Ulmus americana,89.3237,60.4027,39.5973,0.0136
650,Ulmus americana,78.726,61.4815,38.5185,0.0126
651,Syringa reticulata,69.6422,58.9286,41.0714,0.01
652,Syringa reticulata,66.6143,60.3604,39.6396,0.0101
653,Syringa reticulata,62.0724,60.5769,39.4231,0.0095
654,Syringa reticulata,57.5305,60.8247,39.1753,0.0089
655,Syringa reticulata,60.5584,63.3028,36.6972,0.0104
656,Syringa reticulata,49.9607,65.2632,34.7368,0.0094
657,Syringa reticulata,52.9886,65,35,0.0098
658,Syringa reticulata,54.5026,63.2653,36.7347,0.0094
659,Syringa reticulata,46.9328,66.3043,33.6957,0.0092
660,Syringa reticulata,31.7932,72.7273,27.2727,0.0085
661,Syringa reticulata,81.7539,58.4615,41.5385,0.0115
662,Syringa reticulata,69.6422,59.6491,40.3509,0.0103
663,Syringa reticulata,60.5584,62.2642,37.7358,0.01
664,Syringa reticulata,45.4188,68.75,31.25,0.01
665,Syringa reticulata,74.1841,59.1667,40.8333,0.0107
666,Prunus virginiana,68.1282,63.1148,36.8852,0.0117
667,Prunus virginiana,75.698,52.8302,47.1698,0.0085
668,Prunus virginiana,90.8377,57.4468,42.5532,0.0123
669,Prunus virginiana,93.8656,53.3835,46.6165,0.0107
670,Prunus virginiana,119.6029,52.9762,47.0238,0.0135
671,Prunus virginiana,68.1282,60.8696,39.1304,0.0106
672,Prunus virginiana,86.2958,56.8182,43.1818,0.0114
673,Prunus virginiana,109.0052,53.5484,46.4516,0.0126
674,Prunus virginiana,56.0166,65.4206,34.5794,0.0106
675,Prunus virginiana,52.9886,66.3462,33.6538,0.0104
676,Prunus virginiana,84.7818,58.8235,41.1765,0.0121
677,Prunus virginiana,77.212,60.7692,39.2308,0.012
678,Prunus virginiana,86.2958,58.0882,41.9118,0.012
679,Prunus virginiana,62.0724,64.3478,35.6522,0.0112
680,Prunus virginiana,33.3071,73.1707,26.8293,0.0091
681,Prunus virginiana,121.1169,59.1837,40.8163,0.0176
682,Prunus virginiana,105.9773,57.0552,42.9448,0.0141
683,Prunus virginiana,49.9607,67,33,0.0101
684,Prunus virginiana,95.3795,57.4324,42.5676,0.0129
685,Prunus virginiana,56.0166,62.6263,37.3737,0.0094
686,Acer rubrum,69.2955,53.8462,46.1538,0.0081
687,Acer rubrum,56.5154,58.8235,41.1765,0.0081
688,Acer rubrum,69.568,57,43,0.0092
689,Acer rubrum,63.3333,57.3034,42.6966,0.0085
690,Acer rubrum,67.7574,58.1633,41.8367,0.0094
691,Acer rubrum,68.1282,58.7156,41.2844,0.0097
692,Acer rubrum,65.3595,58.6538,41.3462,0.0093
693,Acer rubrum,37.679,66.2162,33.7838,0.0074
694,Acer rubrum,48.4468,64.0449,35.9551,0.0086
695,Acer rubrum,34.8211,68.0556,31.9444,0.0074
696,Acer rubrum,73.9372,61.7391,38.2609,0.0119
697,Acer rubrum,71.5766,60.8247,39.1753,0.0111
698,Acer rubrum,60.698,62.7907,37.2093,0.0102
699,Acer rubrum,59.0752,64.6341,35.3659,0.0108
700,Acer rubrum,60.9176,60.4938,39.5062,0.0093
701,Acer rubrum,45.4188,65.9091,34.0909,0.0088
702,Acer rubrum,54.5026,65.0485,34.9515,0.0101
703,Acer rubrum,49.2081,64.0449,35.9551,0.0088
704,Acer rubrum,44.606,65.8228,34.1772,0.0086
